pay_id,direct_labour_or_contractor,training_result,proficiency,multi_skill_or_single_skill,primary_skill,secondary_skill
ENG00401,Direct Labour,Merit,Expert,Single Skill,Repair,None
ENG00402,Direct Labour,Merit,Expert,Single Skill,Repair,Installation
ENG00403,Direct Labour,Merit,Beginner,Single Skill,Repair,Service
ENG00404,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG00405,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Service
ENG00406,Direct Labour,Distinction,Intermediate,Single Skill,Service,Installation
ENG00407,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG00408,Contractor,Merit,Expert,Single Skill,Repair,None
ENG00409,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG00410,Direct Labour,Distinction,Expert,Multi Skill,Installation,Service
ENG00411,Direct Labour,Merit,Intermediate,Multi Skill,Service,Service
ENG00412,Contractor,Pass,Intermediate,Single Skill,Service,Repair
ENG00413,Contractor,Distinction,Expert,Multi Skill,Installation,Service
ENG00414,Contractor,Pass,Intermediate,Single Skill,Repair,None
ENG00415,Direct Labour,Pass,Expert,Multi Skill,Repair,Service
ENG00416,Contractor,Merit,Expert,Single Skill,Installation,None
ENG00417,Contractor,Distinction,Expert,Single Skill,Installation,Installation
ENG00418,Contractor,Pass,Intermediate,Single Skill,Installation,None
ENG00419,Contractor,Merit,Beginner,Single Skill,Service,Service
ENG00420,Direct Labour,Distinction,Intermediate,Single Skill,Installation,None
ENG00421,Contractor,Merit,Intermediate,Multi Skill,Service,Installation
ENG00422,Contractor,Distinction,Intermediate,Single Skill,Installation,Service
ENG00423,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG00424,Direct Labour,Merit,Beginner,Multi Skill,Service,Installation
ENG00425,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG00426,Direct Labour,Merit,Expert,Single Skill,Installation,None
ENG00427,Direct Labour,Distinction,Beginner,Multi Skill,Service,Service
ENG00428,Contractor,Distinction,Expert,Single Skill,Repair,Service
ENG00429,Contractor,Pass,Beginner,Multi Skill,Installation,Service
ENG00430,Direct Labour,Distinction,Expert,Single Skill,Service,Service
ENG00431,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG00432,Contractor,Pass,Intermediate,Single Skill,Service,Service
ENG00433,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG00434,Direct Labour,Distinction,Beginner,Multi Skill,Installation,None
ENG00435,Contractor,Merit,Beginner,Single Skill,Repair,Installation
ENG00436,Contractor,Pass,Beginner,Single Skill,Installation,None
ENG00437,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG00438,Contractor,Pass,Beginner,Single Skill,Service,Installation
ENG00439,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Repair
ENG00440,Contractor,Pass,Expert,Single Skill,Repair,Repair
ENG00441,Direct Labour,Merit,Expert,Multi Skill,Repair,Installation
ENG00442,Contractor,Pass,Expert,Single Skill,Installation,None
ENG00443,Contractor,Pass,Expert,Single Skill,Repair,Repair
ENG00444,Direct Labour,Pass,Beginner,Single Skill,Service,Repair
ENG00445,Direct Labour,Pass,Beginner,Single Skill,Installation,Service
ENG00446,Contractor,Pass,Expert,Single Skill,Repair,Installation
ENG00447,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG00448,Direct Labour,Distinction,Beginner,Single Skill,Repair,Service
ENG00449,Direct Labour,Distinction,Expert,Single Skill,Service,None
ENG00450,Contractor,Distinction,Beginner,Single Skill,Repair,Repair
ENG00451,Direct Labour,Merit,Expert,Single Skill,Service,Installation
ENG00452,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Service
ENG00453,Contractor,Pass,Beginner,Single Skill,Installation,Service
ENG00454,Contractor,Distinction,Expert,Single Skill,Service,Installation
ENG00455,Direct Labour,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG00456,Contractor,Distinction,Beginner,Single Skill,Installation,None
ENG00457,Contractor,Pass,Expert,Single Skill,Service,Repair
ENG00458,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG00459,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Installation
ENG00460,Direct Labour,Merit,Expert,Multi Skill,Repair,Service
ENG00461,Direct Labour,Pass,Beginner,Multi Skill,Service,Repair
ENG00462,Direct Labour,Distinction,Intermediate,Single Skill,Repair,None
ENG00463,Direct Labour,Merit,Expert,Single Skill,Repair,Service
ENG00464,Contractor,Pass,Expert,Single Skill,Service,Installation
ENG00465,Direct Labour,Pass,Intermediate,Multi Skill,Service,None
ENG00466,Contractor,Pass,Expert,Single Skill,Installation,Installation
ENG00467,Direct Labour,Pass,Beginner,Multi Skill,Repair,None
ENG00468,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG00469,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG00470,Direct Labour,Pass,Beginner,Single Skill,Installation,Installation
ENG00471,Direct Labour,Distinction,Beginner,Multi Skill,Service,Repair
ENG00472,Direct Labour,Pass,Expert,Multi Skill,Repair,Installation
ENG00473,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG00474,Contractor,Pass,Beginner,Single Skill,Repair,Service
ENG00475,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG00476,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG00477,Direct Labour,Pass,Intermediate,Single Skill,Service,Service
ENG00478,Direct Labour,Pass,Expert,Multi Skill,Installation,Installation
ENG00479,Direct Labour,Merit,Intermediate,Multi Skill,Service,None
ENG00480,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG00481,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG00482,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG00483,Contractor,Pass,Beginner,Single Skill,Service,Service
ENG00484,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Repair
ENG00485,Contractor,Merit,Expert,Single Skill,Service,Installation
ENG00486,Direct Labour,Merit,Intermediate,Single Skill,Service,Installation
ENG00487,Direct Labour,Pass,Expert,Single Skill,Service,None
ENG00488,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG00489,Direct Labour,Distinction,Beginner,Multi Skill,Installation,Service
ENG00490,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG00491,Contractor,Pass,Expert,Multi Skill,Service,Repair
ENG00492,Contractor,Pass,Expert,Multi Skill,Repair,None
ENG00493,Direct Labour,Merit,Beginner,Multi Skill,Installation,Service
ENG00494,Contractor,Merit,Beginner,Single Skill,Repair,Service
ENG00495,Contractor,Distinction,Expert,Multi Skill,Service,None
ENG00496,Direct Labour,Merit,Beginner,Single Skill,Installation,None
ENG00497,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG00498,Direct Labour,Distinction,Beginner,Single Skill,Installation,Repair
ENG00499,Direct Labour,Distinction,Expert,Multi Skill,Installation,None
ENG00500,Direct Labour,Distinction,Expert,Multi Skill,Service,Installation
ENG00501,Direct Labour,Distinction,Intermediate,Single Skill,Service,Installation
ENG00502,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG00503,Direct Labour,Distinction,Intermediate,Single Skill,Service,None
ENG00504,Contractor,Pass,Intermediate,Single Skill,Installation,Repair
ENG00505,Contractor,Distinction,Beginner,Multi Skill,Installation,Repair
ENG00506,Contractor,Distinction,Beginner,Single Skill,Service,Installation
ENG00507,Contractor,Merit,Intermediate,Single Skill,Installation,Service
ENG00508,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG00509,Direct Labour,Merit,Expert,Single Skill,Installation,Repair
ENG00510,Contractor,Distinction,Intermediate,Multi Skill,Installation,Repair
ENG00511,Direct Labour,Merit,Intermediate,Multi Skill,Service,Service
ENG00512,Direct Labour,Distinction,Intermediate,Single Skill,Repair,Service
ENG00513,Direct Labour,Merit,Beginner,Single Skill,Installation,Service
ENG00514,Contractor,Merit,Expert,Single Skill,Repair,Service
ENG00515,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Installation
ENG00516,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG00517,Contractor,Merit,Intermediate,Multi Skill,Installation,Installation
ENG00518,Contractor,Merit,Expert,Multi Skill,Service,Installation
ENG00519,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG00520,Direct Labour,Pass,Beginner,Single Skill,Service,Service
ENG00521,Contractor,Distinction,Beginner,Multi Skill,Repair,Installation
ENG00522,Contractor,Merit,Expert,Multi Skill,Repair,Repair
ENG00523,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG00524,Contractor,Pass,Beginner,Multi Skill,Service,Service
ENG00525,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG00526,Contractor,Merit,Expert,Multi Skill,Installation,None
ENG00527,Direct Labour,Distinction,Intermediate,Single Skill,Installation,None
ENG00528,Direct Labour,Distinction,Beginner,Multi Skill,Repair,Service
ENG00529,Direct Labour,Pass,Beginner,Single Skill,Repair,Service
ENG00530,Direct Labour,Pass,Intermediate,Single Skill,Repair,Installation
ENG00531,Contractor,Distinction,Intermediate,Multi Skill,Service,Service
ENG00532,Contractor,Pass,Intermediate,Single Skill,Repair,Repair
ENG00533,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,None
ENG00534,Direct Labour,Pass,Intermediate,Single Skill,Service,Repair
ENG00535,Direct Labour,Distinction,Expert,Multi Skill,Installation,Repair
ENG00536,Direct Labour,Pass,Expert,Multi Skill,Repair,None
ENG00537,Direct Labour,Pass,Intermediate,Multi Skill,Installation,Service
ENG00538,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG00539,Direct Labour,Pass,Expert,Multi Skill,Repair,Service
ENG00540,Direct Labour,Merit,Intermediate,Single Skill,Installation,None
ENG00541,Direct Labour,Merit,Beginner,Single Skill,Service,Service
ENG00542,Contractor,Merit,Intermediate,Multi Skill,Repair,Installation
ENG00543,Direct Labour,Distinction,Expert,Single Skill,Repair,Installation
ENG00544,Direct Labour,Pass,Intermediate,Single Skill,Repair,Repair
ENG00545,Direct Labour,Merit,Intermediate,Multi Skill,Service,Repair
ENG00546,Direct Labour,Pass,Beginner,Multi Skill,Service,Installation
ENG00547,Contractor,Pass,Expert,Multi Skill,Service,Repair
ENG00548,Contractor,Distinction,Beginner,Single Skill,Repair,Installation
ENG00549,Contractor,Distinction,Intermediate,Single Skill,Installation,Service
ENG00550,Direct Labour,Pass,Intermediate,Single Skill,Installation,None
ENG00551,Contractor,Distinction,Expert,Single Skill,Service,Repair
ENG00552,Direct Labour,Merit,Expert,Single Skill,Installation,Service
ENG00553,Direct Labour,Distinction,Intermediate,Multi Skill,Service,Installation
ENG00554,Contractor,Pass,Beginner,Single Skill,Installation,Installation
ENG00555,Direct Labour,Pass,Beginner,Single Skill,Service,Installation
ENG00556,Contractor,Distinction,Intermediate,Multi Skill,Installation,None
ENG00557,Direct Labour,Distinction,Beginner,Single Skill,Repair,Service
ENG00558,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG00559,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG00560,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG00561,Contractor,Pass,Intermediate,Single Skill,Service,Installation
ENG00562,Direct Labour,Distinction,Expert,Multi Skill,Repair,Repair
ENG00563,Direct Labour,Merit,Beginner,Single Skill,Installation,Repair
ENG00564,Contractor,Merit,Expert,Single Skill,Service,Installation
ENG00565,Direct Labour,Distinction,Expert,Multi Skill,Installation,Service
ENG00566,Contractor,Pass,Intermediate,Single Skill,Installation,Installation
ENG00567,Direct Labour,Merit,Intermediate,Multi Skill,Repair,Repair
ENG00568,Direct Labour,Distinction,Beginner,Single Skill,Repair,None
ENG00569,Contractor,Merit,Intermediate,Multi Skill,Installation,Repair
ENG00570,Contractor,Distinction,Intermediate,Single Skill,Repair,None
ENG00571,Direct Labour,Distinction,Expert,Single Skill,Repair,Installation
ENG00572,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG00573,Direct Labour,Distinction,Intermediate,Multi Skill,Repair,None
ENG00574,Direct Labour,Distinction,Beginner,Single Skill,Service,Repair
ENG00575,Direct Labour,Pass,Intermediate,Single Skill,Service,Repair
ENG00576,Direct Labour,Pass,Beginner,Multi Skill,Service,None
ENG00577,Contractor,Distinction,Intermediate,Multi Skill,Repair,Installation
ENG00578,Direct Labour,Distinction,Beginner,Single Skill,Installation,Installation
ENG00579,Contractor,Pass,Beginner,Multi Skill,Service,Installation
ENG00580,Contractor,Distinction,Intermediate,Multi Skill,Installation,Installation
ENG00581,Direct Labour,Distinction,Expert,Multi Skill,Service,Service
ENG00582,Contractor,Pass,Expert,Multi Skill,Installation,Installation
ENG00583,Contractor,Pass,Intermediate,Multi Skill,Service,Service
ENG00584,Contractor,Merit,Expert,Single Skill,Service,None
ENG00585,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG00586,Contractor,Merit,Intermediate,Single Skill,Repair,Repair
ENG00587,Direct Labour,Pass,Expert,Multi Skill,Service,Service
ENG00588,Contractor,Pass,Expert,Single Skill,Repair,Repair
ENG00589,Direct Labour,Pass,Expert,Multi Skill,Service,None
ENG00590,Contractor,Pass,Expert,Multi Skill,Repair,Installation
ENG00591,Contractor,Distinction,Expert,Single Skill,Installation,Repair
ENG00592,Direct Labour,Pass,Expert,Single Skill,Installation,Installation
ENG00593,Direct Labour,Merit,Expert,Multi Skill,Installation,Service
ENG00594,Direct Labour,Pass,Intermediate,Multi Skill,Repair,Service
ENG00595,Contractor,Merit,Expert,Single Skill,Service,Installation
ENG00596,Direct Labour,Distinction,Expert,Multi Skill,Repair,None
ENG00597,Contractor,Distinction,Beginner,Multi Skill,Repair,Service
ENG00598,Contractor,Merit,Beginner,Single Skill,Installation,None
ENG00599,Contractor,Distinction,Intermediate,Multi Skill,Installation,Service
ENG00600,Contractor,Merit,Expert,Single Skill,Repair,Service
ENG00601,Contractor,Distinction,Beginner,Single Skill,Installation,Repair
ENG00602,Contractor,Pass,Beginner,Multi Skill,Service,Installation
ENG00603,Contractor,Pass,Expert,Single Skill,Repair,Installation
ENG00604,Contractor,Distinction,Expert,Single Skill,Installation,Service
ENG00605,Direct Labour,Merit,Expert,Multi Skill,Repair,Repair
ENG00606,Direct Labour,Merit,Beginner,Multi Skill,Repair,Service
ENG00607,Contractor,Merit,Intermediate,Single Skill,Service,Service
ENG00608,Direct Labour,Merit,Beginner,Multi Skill,Service,None
ENG00609,Contractor,Distinction,Beginner,Multi Skill,Installation,None
ENG00610,Direct Labour,Merit,Intermediate,Multi Skill,Installation,Installation
ENG00611,Contractor,Merit,Intermediate,Single Skill,Repair,None
ENG00612,Contractor,Pass,Beginner,Multi Skill,Repair,Repair
ENG00613,Direct Labour,Distinction,Expert,Single Skill,Service,Service
ENG00614,Contractor,Distinction,Expert,Multi Skill,Service,Installation
ENG00615,Contractor,Pass,Intermediate,Multi Skill,Repair,Service
ENG00616,Contractor,Merit,Beginner,Multi Skill,Installation,Service
ENG00617,Contractor,Pass,Beginner,Multi Skill,Service,Service
ENG00618,Direct Labour,Distinction,Expert,Single Skill,Service,Repair
ENG00619,Direct Labour,Merit,Expert,Single Skill,Repair,Service
ENG00620,Direct Labour,Distinction,Beginner,Multi Skill,Service,Service
ENG00621,Direct Labour,Merit,Intermediate,Single Skill,Service,Service
ENG00622,Contractor,Pass,Expert,Single Skill,Repair,Installation
ENG00623,Contractor,Distinction,Beginner,Single Skill,Installation,Installation
ENG00624,Contractor,Distinction,Intermediate,Multi Skill,Service,Installation
ENG00625,Contractor,Pass,Expert,Single Skill,Installation,Repair
ENG00626,Contractor,Merit,Intermediate,Single Skill,Installation,Installation
ENG00627,Contractor,Pass,Expert,Single Skill,Service,Installation
ENG00628,Contractor,Distinction,Beginner,Multi Skill,Installation,Service
ENG00629,Direct Labour,Pass,Expert,Single Skill,Installation,None
ENG00630,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG00631,Contractor,Merit,Beginner,Multi Skill,Service,Installation
ENG00632,Direct Labour,Pass,Expert,Single Skill,Installation,Repair
ENG00633,Contractor,Pass,Intermediate,Single Skill,Repair,Installation
ENG00634,Contractor,Pass,Intermediate,Multi Skill,Repair,Service
ENG00635,Contractor,Merit,Intermediate,Multi Skill,Service,Service
ENG00636,Direct Labour,Distinction,Beginner,Multi Skill,Service,Service
ENG00637,Contractor,Pass,Expert,Multi Skill,Installation,Service
ENG00638,Direct Labour,Distinction,Expert,Single Skill,Repair,Repair
ENG00639,Contractor,Distinction,Expert,Single Skill,Repair,Repair
ENG00640,Contractor,Merit,Beginner,Single Skill,Installation,Repair
ENG00641,Direct Labour,Merit,Beginner,Multi Skill,Service,Service
ENG00642,Direct Labour,Distinction,Expert,Single Skill,Repair,Repair
ENG00643,Direct Labour,Pass,Beginner,Multi Skill,Repair,Repair
ENG00644,Direct Labour,Merit,Beginner,Single Skill,Service,None
ENG00645,Contractor,Pass,Intermediate,Single Skill,Repair,Service
ENG00646,Contractor,Merit,Expert,Single Skill,Service,None
ENG00647,Contractor,Merit,Intermediate,Multi Skill,Service,Repair
ENG00648,Contractor,Distinction,Intermediate,Single Skill,Installation,Service
ENG00649,Contractor,Merit,Expert,Single Skill,Installation,Repair
ENG00650,Direct Labour,Pass,Intermediate,Single Skill,Repair,Service
