lead_id,primary_quotation,secondary_quotation,final_quotation
LD00000665,1715.99,2350.36,2321.1
LD00000666,2840.37,2104.01,2702.44
LD00000667,2077.07,1493.46,1994.68
LD00000668,2116.26,1910.02,1913.76
LD00000669,2370.4,2450.26,1512.09
LD00000670,2285.04,1993.09,1743.32
LD00000671,2419.56,2374.66,2149.05
LD00000672,2131.52,2448.76,2517.51
LD00000673,1592.13,1815.11,1636.71
LD00000674,2227.14,1364.87,1507.61
LD00000675,2786.79,1218.46,1556.17
LD00000676,2711.76,1539.63,2381.08
LD00000677,2951.02,1974.21,2550.41
LD00000678,2589.0,1417.47,2208.86
LD00000679,1751.4,1718.37,1821.91
LD00000680,2211.88,1388.69,2618.39
LD00000681,1646.05,1890.68,1895.36
LD00000682,1900.63,1327.76,2316.08
LD00000683,2279.93,2081.03,2790.5
LD00000684,1517.94,1327.01,1545.47
LD00000685,1789.62,1230.81,1528.72
LD00000686,1629.58,1986.09,1926.34
LD00000687,1941.85,2058.62,1506.0
LD00000688,1742.95,1296.2,2487.95
LD00000689,1766.89,1290.22,2771.19
LD00000690,1715.81,2199.32,1705.74
LD00000691,1552.29,1291.54,2418.56
LD00000692,2496.91,1546.37,2380.08
LD00000693,2154.09,2297.26,2493.31
LD00000694,1681.81,1895.9,2788.24
LD00000695,2048.03,2309.34,1876.09
LD00000696,2331.71,2457.77,2325.03
LD00000697,1627.29,2022.63,2429.45
LD00000698,2083.15,2230.56,2300.77
LD00000699,1584.08,2224.11,1459.94
LD00000700,2611.58,1502.88,1500.85
LD00000701,2860.77,2003.88,1739.76
LD00000702,2731.11,1326.48,2255.72
LD00000703,1594.67,1463.43,1872.28
LD00000704,1982.38,2454.1,1698.52
LD00000705,1910.84,2184.82,1635.27
LD00000706,1700.06,2228.37,2285.07
LD00000707,1509.52,1433.24,1524.8
LD00000708,1809.24,2031.77,2132.32
LD00000709,2575.8,1995.66,1523.23
LD00000710,1676.26,1889.26,1533.96
LD00000711,2655.5,2057.13,1787.0
LD00000712,1764.49,2071.19,1460.36
LD00000713,2001.44,2246.7,2461.77
LD00000714,2678.24,1830.58,1562.49
LD00000715,1798.13,2079.91,1855.96
LD00000716,2804.83,1688.19,1708.93
LD00000717,1824.25,1992.26,1649.29
LD00000718,2963.33,1462.87,1578.1
LD00000719,2777.48,1796.15,1639.68
LD00000720,2367.18,1918.58,1721.58
LD00000721,2755.48,1562.92,2422.02
LD00000722,2369.2,2359.37,2228.48
LD00000723,2986.91,2153.52,2105.9
LD00000724,2242.93,1308.02,2454.31
LD00000725,1943.69,2041.93,1527.02
LD00000726,2964.63,1802.89,1594.07
LD00000727,2790.57,1291.91,2650.81
LD00000728,2547.08,1996.25,2205.32
LD00000729,2272.1,2383.01,1909.59
LD00000730,2048.36,1427.85,2182.31
LD00000731,1857.95,1347.62,2069.89
LD00000732,2029.07,1547.57,2352.32
LD00000733,2229.34,1884.69,1571.79
LD00000734,2431.43,2239.88,2723.51
LD00000735,2846.92,1574.88,2739.28
LD00000736,1725.75,1465.53,2732.95
LD00000737,2020.05,1777.02,2302.56
LD00000738,2117.54,1645.63,2304.47
LD00000739,1956.12,1371.54,2505.09
LD00000740,2956.09,2200.67,1466.25
LD00000741,1773.42,1427.97,2391.36
LD00000742,1561.73,1611.61,1577.06
LD00000743,2967.03,1392.33,2027.8
LD00000744,2896.6,2199.07,2726.9
LD00000745,2210.87,1576.78,2721.61
LD00000746,2533.72,2151.13,2660.24
LD00000747,2102.44,2293.14,2024.36
LD00000748,2671.93,2197.22,1674.0
LD00000749,1791.68,1613.09,2247.11
LD00000750,2054.44,1684.68,1798.51
LD00000751,2591.78,1777.49,2789.64
LD00000752,1709.35,1963.33,1520.51
LD00000753,2899.73,1967.88,1926.08
LD00000754,2333.72,2123.32,2457.34
LD00000755,1563.35,2274.12,2568.42
LD00000756,1540.26,1203.18,1767.75
LD00000757,2125.74,1839.45,2362.98
LD00000758,2398.34,1670.29,2072.68
LD00000759,2059.8,2152.84,1424.56
LD00000760,2191.57,2101.27,1900.34
LD00000761,1934.78,1888.5,2710.84
LD00000762,2315.57,2334.18,2557.55
LD00000763,2301.63,1657.12,1601.2
LD00000764,2010.47,2384.02,1543.39
LD00000765,2190.74,1299.32,2546.38
LD00000766,2725.56,2356.64,2236.71
LD00000767,1833.54,2313.86,1599.3
LD00000768,2137.21,2191.93,1556.41
LD00000769,1661.73,2230.97,2118.87
LD00000770,1952.47,1213.35,1535.11
LD00000771,2505.9,1238.04,1603.78
LD00000772,2782.71,2215.04,2258.14
LD00000773,2573.72,2453.54,1640.48
LD00000774,2049.69,1966.19,2015.53
LD00000775,2271.38,1729.85,2465.97
LD00000776,2643.41,2116.15,2179.98
LD00000777,1925.42,1980.51,1836.81
LD00000778,1783.18,1290.49,2577.48
LD00000779,2508.14,1715.28,2131.73
LD00000780,2542.56,2470.84,2438.01
LD00000781,2392.44,2487.86,1571.87
LD00000782,2034.15,2066.68,2730.19
LD00000783,1683.29,1836.14,1723.15
LD00000784,2247.2,1234.77,1650.73
LD00000785,2640.26,2059.4,2127.93
LD00000786,2235.38,1540.16,1881.06
LD00000787,2075.44,1608.93,1926.87
LD00000788,2237.22,1374.83,2402.01
LD00000789,2213.87,2310.66,2109.36
LD00000790,2649.71,1569.77,1485.99
LD00000791,2647.79,2012.7,1932.8
LD00000792,2491.86,1521.9,2307.32
LD00000793,2006.39,1225.63,1856.56
LD00000794,1530.6,1810.61,1431.13
LD00000795,2712.49,1330.07,2345.16
LD00000796,2422.24,1672.33,2010.39
LD00000797,1897.73,1586.52,2202.93
LD00000798,1910.05,1936.36,2143.49
LD00000799,2149.37,1901.93,1680.11
LD00000800,2821.34,2016.2,2122.71
LD00000801,2905.74,1892.54,2260.19
LD00000802,2046.41,1392.07,1610.66
LD00000803,2790.28,2384.48,2287.5
LD00000804,2530.28,1506.97,1733.88
LD00000805,2228.07,2488.68,1990.83
LD00000806,1887.6,2244.6,2322.14
LD00000807,1582.99,2365.46,1839.47
LD00000808,2095.34,2291.75,2579.85
LD00000809,2244.68,1317.32,2239.75
LD00000810,2903.25,1483.41,1549.54
LD00000811,2235.54,1687.12,2728.2
LD00000812,2819.15,2418.06,1908.2
LD00000813,2536.02,2225.44,1735.55
LD00000814,2302.37,1507.3,2019.36
LD00000815,1946.13,2317.24,1624.32
LD00000816,1911.05,1304.12,2491.24
LD00000817,2815.14,2266.31,2554.16
LD00000818,2403.17,2257.46,2432.9
LD00000819,2686.53,1376.92,1960.93
LD00000820,1736.73,1871.28,2757.53
LD00000821,2177.23,2335.56,1586.91
LD00000822,1626.6,1677.88,1950.89
LD00000823,2884.67,2041.24,2277.28
LD00000824,2101.55,1757.57,1764.22
LD00000825,2577.88,1765.71,2687.98
LD00000826,2570.35,1447.71,2606.71
LD00000827,2146.96,1468.59,1701.79
LD00000828,2112.79,1389.73,1806.27
LD00000829,2374.35,2041.41,1520.03
LD00000830,2570.0,2120.99,2430.55
LD00000831,1999.29,1505.29,2671.52
LD00000832,1880.49,2005.56,1823.51
LD00000833,1890.44,1854.87,2702.46
LD00000834,1890.61,1607.25,2769.92
LD00000835,1924.39,2340.02,2258.1
LD00000836,2605.3,1838.66,2730.07
LD00000837,1783.38,1270.94,1656.4
LD00000838,1674.04,2363.73,2092.88
LD00000839,2239.48,2299.59,2613.63
LD00000840,2752.43,2174.92,2551.6
LD00000841,2124.63,1299.89,2475.55
LD00000842,2091.25,1967.44,2731.71
LD00000843,2181.08,2441.76,2231.89
LD00000844,2921.13,2499.77,2669.63
LD00000845,2697.22,2166.94,2166.02
LD00000846,1860.12,2202.14,1958.48
LD00000847,1927.4,2178.33,2315.69
LD00000848,2038.57,1324.94,1914.44
LD00000849,2344.59,1749.99,2459.09
LD00000850,1560.66,1644.27,2048.93
LD00000851,2290.92,2041.39,1517.56
LD00000852,2976.28,2089.61,1820.57
LD00000853,2875.95,1867.44,2114.91
LD00000854,1882.29,1306.3,2104.82
LD00000855,2764.36,1258.84,1982.75
LD00000856,2435.72,1544.6,2753.41
LD00000857,2150.7,1223.29,1952.91
LD00000858,2803.17,2455.54,2242.64
LD00000859,2706.96,1313.93,1589.16
LD00000860,1813.84,2043.21,2309.64
LD00000861,1951.38,1802.45,2063.58
LD00000862,2207.23,2317.74,2219.32
LD00000863,1511.81,2019.53,2398.33
LD00000864,2231.24,1831.93,2227.45
LD00000865,2133.01,1610.61,1488.91
LD00000866,2172.49,1767.1,1625.87
LD00000867,2261.45,1963.96,2358.96
LD00000868,2824.76,2139.89,1946.52
LD00000869,2699.63,2297.89,2270.58
LD00000870,1759.94,1403.21,2089.06
LD00000871,2998.89,1666.42,1765.13
LD00000872,2006.6,1348.16,1717.37
LD00000873,2654.06,2201.12,2179.83
LD00000874,2889.95,1769.17,2039.99
LD00000875,2260.96,1417.16,1565.28
LD00000876,2642.95,1847.91,2618.69
LD00000877,2772.89,1770.84,1982.05
LD00000878,1627.85,1684.17,2456.78
LD00000879,2680.82,1379.39,2000.35
LD00000880,2163.87,2201.2,2404.68
LD00000881,2972.92,1413.62,1486.06
LD00000882,2128.96,2351.52,2381.11
LD00000883,2740.51,2370.27,2254.56
LD00000884,2546.21,2353.98,2494.19
LD00000885,2306.15,1706.99,2406.43
LD00000886,2267.51,1605.93,1876.99
LD00000887,2748.34,1595.12,1991.84
LD00000888,2440.48,1660.82,1466.83
LD00000889,2008.47,1506.93,2444.06
LD00000890,1948.8,2067.0,2541.11
LD00000891,1657.84,1871.39,1669.58
LD00000892,1622.92,1280.85,2643.91
LD00000893,2382.36,1874.63,1952.7
LD00000894,2533.53,2432.17,2424.4
LD00000895,2566.73,1368.2,2386.33
LD00000896,1548.91,1403.89,2182.64
LD00000897,2357.65,1252.37,1614.63
LD00000898,1541.97,1385.73,2497.31
LD00000899,2728.69,1835.43,1571.26
LD00000900,2348.65,2370.37,2493.89
LD00000901,2257.15,1799.22,2029.9
LD00000902,2080.85,2370.32,1874.6
LD00000903,2798.93,2119.37,2200.79
LD00000904,1788.64,2004.32,2207.6
LD00000905,1680.42,2417.04,1651.64
LD00000906,2710.38,1988.91,1962.52
LD00000907,2122.4,2317.54,1844.34
LD00000908,1716.05,1532.22,1525.48
LD00000909,1772.19,2127.29,1817.23
LD00000910,2063.27,2276.06,1569.35
LD00000911,2262.93,1855.75,2729.1
LD00000912,2226.26,1729.74,1727.24
LD00000913,2644.47,2047.02,1575.8
LD00000914,2059.96,2480.9,2494.83
LD00000915,2718.97,2449.45,2269.02
LD00000916,2396.8,2291.33,1932.21
LD00000917,1742.12,1894.32,1497.91
LD00000918,2817.42,1474.11,2106.75
LD00000919,1909.52,2060.96,1850.29
LD00000920,2469.66,1202.66,2067.14
LD00000921,2307.2,2223.5,2308.74
LD00000922,2029.49,2256.62,2558.45
LD00000923,2194.04,2417.12,2022.41
LD00000924,1634.95,1997.48,1824.45
LD00000925,1921.13,2375.86,2389.76
LD00000926,2804.87,1939.83,2091.62
LD00000927,2382.25,2169.77,1578.4
LD00000928,2771.5,1230.05,2757.74
LD00000929,2906.84,2033.26,2720.3
LD00000930,1682.58,1873.78,2093.8
LD00000931,1916.9,1746.08,2028.41
LD00000932,2985.4,1493.32,2365.37
LD00000933,1594.27,2012.88,1439.02
LD00000934,1870.73,1815.65,2742.32
LD00000935,2663.62,2005.44,2469.74
LD00000936,2875.07,1690.61,2646.12
LD00000937,1952.21,2014.04,1492.11
LD00000938,2102.52,2002.49,1975.55
LD00000939,2075.88,2233.71,2631.91
LD00000940,2275.82,1964.16,1551.21
LD00000941,2456.05,1533.17,1989.41
LD00000942,2695.54,1278.64,1836.33
LD00000943,1721.11,1601.28,1880.06
LD00000944,1856.08,2264.94,2183.23
LD00000945,2677.9,1644.02,2335.0
LD00000946,2424.15,1744.3,1627.19
LD00000947,2458.15,2101.19,2053.15
LD00000948,1807.97,1439.52,2785.83
LD00000949,1713.6,1772.53,2283.87
LD00000950,1761.22,2351.0,2406.37
LD00000951,1532.24,2295.75,2674.91
LD00000952,2007.57,1473.31,2038.69
LD00000953,2817.58,1284.99,1602.21
LD00000954,1976.93,1758.4,2290.6
LD00000955,2684.38,1625.98,1474.56
LD00000956,2590.95,2220.06,2507.4
LD00000957,2247.88,1803.55,1850.55
LD00000958,1902.5,1721.23,2689.66
LD00000959,2178.12,1504.7,1706.03
LD00000960,2325.83,1374.63,1517.64
LD00000961,2268.39,1637.29,2031.61
LD00000962,2073.56,1433.44,1727.31
LD00000963,2678.81,2404.59,1537.77
LD00000964,1794.97,1628.01,1823.8
LD00000965,1512.8,1589.32,2551.23
LD00000966,2481.14,2486.06,2732.08
LD00000967,1850.58,1963.1,2173.66
LD00000968,2768.7,1757.43,2718.7
LD00000969,1708.43,2335.88,1827.8
LD00000970,1838.24,1753.44,2453.68
LD00000971,2883.22,1399.8,2733.69
LD00000972,1806.31,1707.83,2148.29
LD00000973,1639.86,1335.61,2174.07
LD00000974,1780.04,1290.34,2748.19
LD00000975,1586.18,1874.09,1640.56
LD00000976,2217.38,1289.39,2737.14
LD00000977,1738.17,1947.62,1834.44
LD00000978,1802.55,2488.41,2024.02
LD00000979,2190.31,1948.97,2432.21
LD00000980,2419.54,2252.98,1645.18
LD00000981,2077.0,2056.8,2377.93
LD00000982,1910.66,2016.51,1808.65
LD00000983,2116.92,2190.42,1569.72
LD00000984,2176.4,1528.6,2108.49
LD00000985,2015.49,1719.14,1672.17
LD00000986,2505.44,1803.52,2045.9
LD00000987,2206.18,1562.88,1625.91
LD00000988,2301.98,1708.1,1508.62
LD00000989,1766.91,2128.74,2649.76
LD00000990,2085.93,1600.82,1473.38
LD00000991,2863.13,1459.98,1422.45
LD00000992,2938.12,1325.58,2569.54
LD00000993,2268.75,2260.31,1851.75
LD00000994,1681.21,1477.91,1899.21
LD00000995,2083.78,1796.41,1492.42
LD00000996,2828.19,1734.43,2474.56
LD00000997,2938.55,1979.83,2773.98
LD00000998,1763.0,2190.23,2362.68
LD00000999,2073.56,2032.77,1725.4
LD00001000,1963.27,2159.29,2460.14
LD00001001,1944.92,1397.17,1686.14
LD00001002,1701.4,1612.8,2501.76
LD00001003,1843.52,2152.74,1879.82
LD00001004,2412.09,1695.93,1850.29
LD00001005,2930.49,1267.74,2788.82
LD00001006,2261.14,1754.11,2053.9
LD00001007,2408.78,1594.03,2206.99
LD00001008,2097.37,1418.1,2017.93
LD00001009,1529.72,1695.85,2595.66
LD00001010,2070.68,1597.6,1796.52
LD00001011,2572.3,1454.43,2682.58
LD00001012,2106.83,1740.57,1952.51
LD00001013,2113.18,1250.47,2690.24
LD00001014,2656.91,2177.05,1888.01
LD00001015,2476.36,2404.47,2429.93
LD00001016,1892.0,1792.11,2353.49
LD00001017,1675.1,1320.0,2396.25
LD00001018,2814.01,1415.57,1997.62
LD00001019,2600.9,2178.2,2694.05
LD00001020,1903.53,1472.38,2447.61
LD00001021,1645.31,2205.87,1984.98
LD00001022,1764.6,1442.32,1588.06
LD00001023,1778.46,1276.68,1655.82
LD00001024,1619.71,1311.42,1574.55
LD00001025,2227.79,2188.69,1413.31
LD00001026,1816.6,2229.32,1925.93
LD00001027,2406.56,1637.52,2354.6
LD00001028,2416.21,2467.9,2622.31
LD00001029,1538.52,1359.76,2142.88
LD00001030,2272.37,2058.3,1404.38
LD00001031,2954.4,2156.56,2349.1
LD00001032,2141.87,2410.93,2703.18
LD00001033,2410.76,2125.52,2617.8
LD00001034,2246.89,1313.22,2565.3
LD00001035,2223.25,1902.87,1740.7
LD00001036,2152.34,2130.49,1624.33
LD00001037,2927.26,2071.78,2331.67
LD00001038,2807.91,2411.31,2472.87
LD00001039,2480.88,2220.61,2752.75
LD00001040,1936.46,1344.8,1876.33
LD00001041,2780.0,2440.29,2207.68
LD00001042,2969.77,1615.54,1911.03
LD00001043,2092.97,1899.78,2044.84
LD00001044,1721.14,1568.41,2445.88
LD00001045,1910.18,2301.97,2203.56
LD00001046,1588.22,2253.27,1613.78
LD00001047,2785.17,2145.61,1818.74
LD00001048,2133.66,1815.45,1887.63
LD00001049,2544.56,1453.62,2598.75
LD00001050,2186.3,1412.8,1592.59
LD00001051,2706.54,1454.35,2311.73
LD00001052,2925.6,1755.24,2578.32
LD00001053,1676.02,1870.07,1873.88
LD00001054,1550.99,1513.11,2084.08
LD00001055,2666.6,2324.36,2310.44
LD00001056,1680.0,1307.43,2084.91
LD00001057,2540.59,1322.92,2230.03
LD00001058,2357.13,1329.27,1488.9
LD00001059,2334.09,1897.34,2537.07
LD00001060,2948.52,2366.88,1652.93
LD00001061,1684.57,1367.46,1688.72
LD00001062,2969.89,1857.99,1908.98
LD00001063,1950.9,2430.08,2127.22
LD00001064,2542.65,1879.47,2780.43
LD00001065,2493.93,1258.16,1451.43
LD00001066,1916.09,2147.84,1990.82
LD00001067,2184.1,2428.16,2347.14
LD00001068,2993.04,2105.84,1669.68
LD00001069,2732.35,1611.27,2502.9
LD00001070,1686.93,1342.99,2167.72
LD00001071,2667.11,1390.23,2517.34
LD00001072,2927.67,2217.55,1572.9
LD00001073,2293.44,2110.59,2611.56
LD00001074,1976.99,2177.43,1652.94
LD00001075,2388.47,1536.78,2361.32
LD00001076,2351.34,1547.58,2685.82
LD00001077,1774.66,2482.12,2517.86
LD00001078,2453.45,1313.02,1827.93
LD00001079,2594.93,2428.33,1631.16
LD00001080,2943.25,1751.18,2112.16
LD00001081,1520.85,1447.24,2563.96
LD00001082,2991.33,2059.53,2688.64
LD00001083,2511.78,2346.51,2132.92
LD00001084,2928.73,1749.54,1930.73
LD00001085,1935.1,1828.06,1770.65
LD00001086,2884.58,2407.84,2742.79
LD00001087,2033.62,2000.19,1859.97
LD00001088,2031.8,1331.74,2088.86
LD00001089,2869.66,1208.98,2477.23
LD00001090,2046.74,2359.85,2151.0
LD00001091,1709.81,2171.22,1408.13
LD00001092,1700.52,1747.37,1863.7
LD00001093,1678.19,1835.79,2093.79
LD00001094,1697.13,2444.98,2509.8
LD00001095,1578.06,2278.79,2001.53
LD00001096,1923.34,1307.4,2000.53
LD00001097,1921.71,1349.53,1768.94
LD00001098,2559.69,2252.94,2381.6
LD00001099,1680.69,1721.67,1783.41
LD00001100,2796.53,1694.46,2134.96
LD00001101,2218.79,1862.82,2301.42
LD00001102,2567.38,1521.06,2653.15
LD00001103,1927.98,1564.21,2249.13
LD00001104,1956.54,1325.95,1419.13
LD00001105,2614.4,1965.58,2246.6
LD00001106,2830.79,1369.63,2439.62
LD00001107,2556.99,2403.15,1504.83
LD00001108,2300.34,1399.77,1578.96
LD00001109,2172.72,2132.52,2675.19
LD00001110,2398.73,2105.72,1580.51
LD00001111,2242.54,1892.21,2118.88
LD00001112,2101.27,1552.94,1657.69
LD00001113,2255.73,2136.75,1762.37
LD00001114,1835.89,1893.64,1808.58
LD00001115,2463.62,1523.71,2552.77
LD00001116,1986.84,2430.36,2637.58
LD00001117,2977.89,2013.74,1414.57
LD00001118,2957.41,1898.61,2770.27
LD00001119,2805.04,2024.6,2171.23
LD00001120,1733.46,1501.24,2416.8
LD00001121,2189.09,2260.28,1646.55
LD00001122,1965.24,2350.83,2544.5
LD00001123,2139.59,1791.53,2303.17
LD00001124,2404.94,1691.24,1429.0
LD00001125,2655.18,1547.95,2714.04
LD00001126,1803.48,1824.55,2187.99
LD00001127,1731.77,1272.64,2368.86
LD00001128,2316.96,1333.34,2641.04
LD00001129,2140.7,1391.59,2317.51
LD00001130,1754.34,1343.18,1542.43
LD00001131,2040.74,2402.11,1518.73
LD00001132,2399.42,2083.26,1610.31
LD00001133,2813.1,1552.42,2098.95
LD00001134,2666.68,1390.57,1606.89
LD00001135,2939.38,1562.02,1526.63
LD00001136,2135.75,2101.45,1979.52
LD00001137,2127.99,1846.23,2147.28
LD00001138,2290.42,2209.57,2535.81
LD00001139,1804.92,2305.77,1907.36
LD00001140,2773.13,2326.8,2546.61
LD00001141,1816.11,1491.96,2445.79
LD00001142,2544.18,1752.12,1475.72
LD00001143,1545.28,1674.82,1510.59
LD00001144,2204.65,1382.15,2138.43
LD00001145,2672.1,2103.82,1801.48
LD00001146,1516.3,2282.48,2351.86
LD00001147,2135.51,1403.84,2762.37
LD00001148,2428.57,1484.58,1657.17
LD00001149,1969.78,2034.46,2558.16
LD00001150,1904.88,1335.72,1907.78
LD00001151,1597.98,1976.24,2459.13
LD00001152,1903.75,2469.66,2190.72
LD00001153,1639.82,1601.19,2772.76
LD00001154,2588.53,2466.01,2383.72
LD00001155,1535.53,2234.89,2067.73
LD00001156,2827.81,1321.28,2405.85
LD00001157,2990.12,1852.11,2789.19
LD00001158,2008.53,1668.41,2598.33
LD00001159,1813.23,1993.5,1505.0
LD00001160,1713.93,2331.59,2165.99
LD00001161,2901.08,1409.91,1792.16
LD00001162,1886.92,1815.24,1758.44
LD00001163,2045.21,1572.61,1972.65
LD00001164,2060.52,2086.86,2108.32
LD00001165,2549.62,1929.04,1616.39
LD00001166,1834.58,2336.41,2336.81
LD00001167,1628.73,2151.31,2684.44
LD00001168,1596.71,1645.15,2246.12
LD00001169,2181.87,1908.61,2727.95
LD00001170,1593.6,2251.09,2505.38
LD00001171,1904.77,2026.39,1517.03
LD00001172,2806.93,1882.21,2337.5
LD00001173,2945.05,1585.98,1678.05
LD00001174,2032.04,2100.77,1944.79
LD00001175,1985.6,2482.28,2714.56
LD00001176,1725.76,1796.26,1606.48
LD00001177,2982.36,2426.32,2600.17
LD00001178,1827.93,2472.74,1988.25
LD00001179,2022.13,2438.09,2760.44
LD00001180,2844.98,1852.71,2614.86
LD00001181,2027.59,2276.64,1996.19
LD00001182,1765.34,1973.36,2159.87
LD00001183,2553.14,2419.27,2668.24
LD00001184,1655.51,2174.93,2273.36
LD00001185,2777.56,1475.43,2487.63
LD00001186,2025.92,2231.88,2049.53
LD00001187,2673.29,1859.83,1774.65
LD00001188,2850.28,1738.92,1421.74
LD00001189,1755.62,1943.84,2002.03
LD00001190,2702.0,1951.21,1580.42
LD00001191,2275.92,1768.62,1539.41
LD00001192,2756.01,1406.77,1851.37
LD00001193,1541.73,2119.85,2688.83
LD00001194,2451.69,2210.87,1661.18
LD00001195,2655.59,2057.04,1784.95
LD00001196,2188.69,1974.66,1549.91
LD00001197,2766.94,2386.53,1691.16
LD00001198,2938.83,1299.21,2362.27
LD00001199,1948.13,2374.73,2323.53
LD00001200,2225.87,1998.21,2165.08
LD00001201,2409.17,1896.74,2125.19
LD00001202,1991.31,1485.69,2418.84
LD00001203,2022.83,1916.95,1812.05
LD00001204,1875.14,1457.24,2584.45
LD00001205,2691.15,2439.89,2082.96
LD00001206,2434.37,1989.48,2001.04
LD00001207,1750.87,1243.89,2115.9
LD00001208,1544.91,1433.88,1851.75
LD00001209,2057.95,2213.37,1571.23
LD00001210,2198.06,2233.81,2658.24
LD00001211,1654.38,1561.46,2251.07
LD00001212,1976.67,1616.16,1675.97
LD00001213,1686.14,1422.48,1857.62
LD00001214,2465.5,2312.93,2783.14
LD00001215,2006.08,1221.15,2057.85
LD00001216,2100.52,1923.39,1838.44
LD00001217,2773.01,2457.3,1569.98
LD00001218,2738.18,1380.35,2790.96
LD00001219,1786.74,2372.96,1916.43
LD00001220,1666.21,2431.29,1505.06
LD00001221,2887.29,1958.49,1567.86
LD00001222,2502.35,1878.29,1736.73
LD00001223,1838.75,1542.96,1814.73
LD00001224,1612.72,1842.99,1697.47
LD00001225,1656.8,1471.26,2226.73
LD00001226,2771.71,1337.36,1582.08
LD00001227,1781.93,1561.19,1629.87
LD00001228,2191.43,1339.33,1554.28
LD00001229,2492.83,1788.43,1771.81
LD00001230,2095.39,1760.1,1867.24
LD00001231,2598.0,1749.36,1811.61
LD00001232,1663.78,1264.83,1748.52
LD00001233,1858.15,1891.77,1785.64
LD00001234,1651.96,2154.1,2631.34
LD00001235,2455.35,2117.61,1803.17
LD00001236,2778.85,2094.32,1638.33
LD00001237,1712.75,1216.56,2064.44
LD00001238,2518.8,2309.02,2231.61
LD00001239,1664.08,2264.6,2194.17
LD00001240,2662.88,1329.99,2525.45
LD00001241,2495.11,1529.6,2042.25
LD00001242,1904.91,1875.1,2295.72
LD00001243,2246.75,1517.68,2437.42
LD00001244,2880.97,1691.11,1551.1
LD00001245,1897.96,2082.79,2643.19
LD00001246,1561.65,1876.1,1880.58
LD00001247,1665.29,1210.84,2698.13
LD00001248,1955.47,1574.74,2519.7
LD00001249,1579.79,1597.57,2002.45
LD00001250,2025.33,1568.25,2602.61
LD00001251,1713.97,2152.97,2004.87
LD00001252,1873.09,2082.05,1940.74
LD00001253,2345.86,2082.6,1851.47
LD00001254,2124.47,1459.38,1826.99
LD00001255,2673.61,2284.01,1534.46
LD00001256,2031.29,1806.52,2746.03
LD00001257,2633.78,1999.77,1823.35
LD00001258,1580.3,2298.64,1576.31
LD00001259,1626.99,1551.23,2780.64
LD00001260,2535.89,2323.61,1570.02
LD00001261,2274.4,1930.66,2754.19
LD00001262,2442.36,2134.88,2711.14
LD00001263,1500.05,1984.93,1569.45
LD00001264,2749.09,1776.96,1477.91
LD00001265,2762.58,1910.74,2550.36
LD00001266,1719.37,1228.16,1598.36
LD00001267,2220.7,1576.28,1540.03
LD00001268,2078.73,2239.81,2049.55
LD00001269,2346.31,1214.33,1823.87
LD00001270,2862.16,1661.14,1595.02
LD00001271,2250.96,2319.33,1695.09
LD00001272,2483.88,1657.43,2406.89
LD00001273,2885.22,1288.67,2575.06
LD00001274,1694.13,1621.3,2737.27
LD00001275,1544.28,2152.74,1724.39
LD00001276,2639.86,2475.73,2531.98
LD00001277,2633.72,1746.07,1490.12
LD00001278,2645.03,1988.49,2576.95
LD00001279,1699.82,2028.61,2179.06
LD00001280,1801.79,1410.72,2539.37
LD00001281,1549.86,1382.73,1407.33
LD00001282,2523.54,2445.07,2419.6
LD00001283,2034.73,2369.68,2594.79
LD00001284,2353.73,1365.35,2124.15
LD00001285,1533.81,2267.73,1805.86
LD00001286,2952.17,1297.21,2205.5
LD00001287,2318.91,2359.35,2215.88
LD00001288,1891.32,1634.9,2470.63
LD00001289,1853.43,1294.79,2727.2
LD00001290,2397.22,1996.16,1512.83
LD00001291,1553.4,1859.89,2310.47
LD00001292,1539.53,2216.37,1674.64
LD00001293,1578.21,2195.39,2373.62
LD00001294,2156.93,2366.29,2775.55
LD00001295,1857.26,1319.59,1414.07
